"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Clean",2013-12-03,8,215,,3,,"215 lb || 3 reps","86"
"Clean",2013-12-03,9,215,,3,,"215 lb || 3 reps","86"
"Clean",2013-12-03,10,215,,3,,"215 lb || 3 reps","86"
"Clean",2013-12-03,11,215,,3,,"215 lb || 3 reps","86"
"Clean",2013-12-03,12,215,,3,,"215 lb || 3 reps","86"
"Clean",2013-12-08,19,255,,1,,"255 lb || 1 reps","77"
"Clean",2013-12-08,20,265,,1,,"265 lb || 1 reps","82"
"Clean",2013-12-08,21,275,,1,,"275 lb || 1 reps","88"
"Clean",2013-12-14,25,123,,1,,"123 kg || 1 reps","86"
"Clean",2013-12-18,1,40,,3,,"40 kg || 3 reps","36"
"Clean",2013-12-18,2,40,,3,,"40 kg || 3 reps","36"
"Clean",2013-12-18,3,50,,3,,"50 kg || 3 reps","42"
"Clean",2013-12-18,4,50,,3,,"50 kg || 3 reps","42"
"Clean",2013-12-18,5,60,,3,,"60 kg || 3 reps","49"
"Clean",2013-12-18,6,60,,3,,"60 kg || 3 reps","49"
"Clean",2013-12-18,7,70,,3,,"70 kg || 3 reps","57"
"Clean",2013-12-18,8,90,,3,,"90 kg || 3 reps","77"
"Clean",2013-12-18,9,100,,3,,"100 kg || 3 reps","89"
"Clean",2013-12-18,10,110,,3,,"110 kg || 3 reps","103"
"Clean",2013-12-18,11,110,,3,,"110 kg || 3 reps","103"
"Clean",2013-12-18,12,110,,3,,"110 kg || 3 reps","103"
"Clean",2013-12-18,13,115,,3,,"115 kg || 3 reps","112"
"Clean",2013-12-18,14,115,,2,,"115 kg || 2 reps","94"
"Clean",2014-01-07,9,65,,2,,"65 kg || 2 reps","45"
"Clean",2014-01-07,10,75,,2,,"75 kg || 2 reps","52"
"Clean",2014-01-07,11,87.5,,2,,"87.5 kg || 2 reps","62"
"Clean",2014-01-07,12,87.5,,2,,"87.5 kg || 2 reps","62"
"Clean",2014-01-07,13,95,,1,,"95 kg || 1 reps","56"
"Clean",2014-01-07,14,95,,1,,"95 kg || 1 reps","56"
"Clean",2014-01-07,15,100,,1,,"100 kg || 1 reps","61"
"Clean",2014-01-07,16,100,,1,,"100 kg || 1 reps","61"
"Clean",2014-04-28,18,70,,3,,"70 kg || 3 reps","57"
"Clean",2014-04-28,19,70,,3,,"70 kg || 3 reps","57"
"Clean",2014-04-28,20,75,,2,,"75 kg || 2 reps","52"
"Clean",2014-04-28,21,80,,2,,"80 kg || 2 reps","56"
"Clean",2014-04-28,22,85,,2,,"85 kg || 2 reps","60"
"Clean",2014-04-28,23,90,,2,,"90 kg || 2 reps","65"
"Clean",2014-04-28,24,95,,2,,"95 kg || 2 reps","70"
"Clean",2014-04-28,25,100,,1,,"100 kg || 1 reps","61"
"Clean",2014-04-28,26,105,,1,,"105 kg || 1 reps","65"
"Clean",2014-04-28,27,110,,1,,"110 kg || 1 reps","71"
"Clean",2014-04-28,28,115,,1,,"115 kg || 1 reps","76"
"Clean",2014-04-28,29,120,,1,,"120 kg || 1 reps","82"
"Clean",2014-04-28,30,125,,1,,"125 kg || 1 reps","88"
"Clean",2014-04-28,31,130,,1,,"130 kg || 1 reps","95"
"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Jerk",2012-08-25,5601,135,,1,,"135 lb || 1 reps","27"
"Jerk",2012-08-25,5602,155,,2,,"155 lb || 2 reps","38"
"Jerk",2012-08-25,5603,165,,1,,"165 lb || 1 reps","33"
"Jerk",2012-08-25,5604,175,,1,,"175 lb || 1 reps","35"
"Jerk",2012-08-25,5605,185,,1,,"185 lb || 1 reps","38"
"Jerk",2012-08-25,5606,195,,1,,"195 lb || 1 reps","40"
"Jerk",2012-08-25,5607,205,,1,,"205 lb || 1 reps","43"
"Jerk",2012-09-02,201,135,,5,,"135 lb || 5 reps","49"
"Jerk",2012-09-02,202,135,,5,,"135 lb || 5 reps","49"
"Jerk",2012-09-02,203,135,,5,,"135 lb || 5 reps","49"
"Jerk",2012-09-02,204,135,,5,,"135 lb || 5 reps","49"
"Jerk",2012-09-02,205,135,,5,,"135 lb || 5 reps","49"
"Jerk",2012-09-02,206,135,,5,,"135 lb || 5 reps","49"
"Jerk",2012-09-11,401,135,,5,,"135 lb || 5 reps","49"
"Jerk",2012-09-11,402,155,,1,,"155 lb || 1 reps","31"
"Jerk",2012-09-11,403,175,,1,,"175 lb || 1 reps","35"
"Jerk",2012-09-11,404,185,,1,,"185 lb || 1 reps","38"
"Jerk",2012-09-11,405,195,,1,,"195 lb || 1 reps","40"
"Jerk",2012-12-12,701,75,,3,,"75 lb || 3 reps","26"
"Jerk",2012-12-12,702,75,,3,,"75 lb || 3 reps","26"
"Jerk",2012-12-12,703,75,,3,,"75 lb || 3 reps","26"
"Jerk",2012-12-12,704,75,,3,,"75 lb || 3 reps","26"
"Jerk",2013-02-19,401,135,,3,,"135 lb || 3 reps","39"
"Jerk",2013-02-19,402,135,,3,,"135 lb || 3 reps","39"
"Jerk",2013-02-19,403,135,,3,,"135 lb || 3 reps","39"
"Jerk",2013-02-19,404,135,,3,,"135 lb || 3 reps","39"
"Jerk",2013-02-19,405,135,,3,,"135 lb || 3 reps","39"
"Jerk",2013-02-21,101,135,,5,,"135 lb || 5 reps","49"
"Jerk",2013-02-21,102,150,,5,,"150 lb || 5 reps","54"
"Jerk",2013-02-21,103,150,,5,,"150 lb || 5 reps","54"
"Jerk",2013-02-21,104,150,,5,,"150 lb || 5 reps","54"
"Jerk",2013-03-13,401,175,,2,,"175 lb || 2 reps","43"
"Jerk",2013-03-13,402,185,,2,,"185 lb || 2 reps","47"
"Jerk",2013-03-13,403,195,,1,,"195 lb || 1 reps","40"
"Jerk",2013-03-13,404,195,,1,,"195 lb || 1 reps","40"
"Jerk",2013-03-13,405,195,,1,,"195 lb || 1 reps","40"
"Jerk",2013-03-15,101,165,,3,,"165 lb || 3 reps","48"
"Jerk",2013-03-15,102,175,,2,,"175 lb || 2 reps","43"
"Jerk",2013-03-15,103,185,,2,,"185 lb || 2 reps","47"
"Jerk",2013-03-15,104,195,,1,,"195 lb || 1 reps","40"
"Jerk",2013-03-15,105,195,,1,,"195 lb || 1 reps","40"
"Jerk",2013-03-15,106,195,,1,,"195 lb || 1 reps","40"
"Jerk",2013-03-28,1,155,,3,,"155 lb || 3 reps","45"
"Jerk",2013-03-28,2,155,,3,,"155 lb || 3 reps","45"
"Jerk",2013-03-28,3,155,,3,,"155 lb || 3 reps","45"
"Jerk",2013-03-28,4,155,,3,,"155 lb || 3 reps","45"
"Jerk",2013-03-28,5,155,,3,,"155 lb || 3 reps","45"
"Jerk",2013-03-29,201,145,,3,,"145 lb || 3 reps","42"
"Jerk",2013-03-29,202,145,,3,,"145 lb || 3 reps","42"
"Jerk",2013-03-29,203,145,,3,,"145 lb || 3 reps","42"
"Jerk",2013-03-29,204,145,,3,,"145 lb || 3 reps","42"
"Jerk",2013-04-03,1,135,,5,,"135 lb || 5 reps","49"
"Jerk",2013-04-03,2,155,,3,,"155 lb || 3 reps","45"
"Jerk",2013-04-03,3,165,,3,,"165 lb || 3 reps","48"
"Jerk",2013-04-03,4,165,,3,,"165 lb || 3 reps","48"
"Jerk",2013-04-03,5,165,,3,,"165 lb || 3 reps","48"
"Jerk",2013-04-10,301,165,,3,,"165 lb || 3 reps","48"
"Jerk",2013-04-10,302,165,,3,,"165 lb || 3 reps","48"
"Jerk",2013-04-10,303,165,,3,,"165 lb || 3 reps","48"
"Jerk",2013-04-10,304,175,,3,,"175 lb || 3 reps","52"
"Jerk",2013-04-10,305,185,,3,,"185 lb || 3 reps","55"
"Jerk",2013-04-16,1,135,,5,,"135 lb || 5 reps","49"
"Jerk",2013-04-16,2,155,,3,,"155 lb || 3 reps","45"
"Jerk",2013-04-16,3,175,,3,,"175 lb || 3 reps","52"
"Jerk",2013-04-16,4,175,,3,,"175 lb || 3 reps","52"
"Jerk",2013-04-16,5,175,,3,,"175 lb || 3 reps","52"
"Jerk",2013-04-20,201,135,,3,,"135 lb || 3 reps","39"
"Jerk",2013-04-20,202,165,,2,,"165 lb || 2 reps","41"
"Jerk",2013-04-20,203,185,,2,,"185 lb || 2 reps","47"
"Jerk",2013-04-20,204,205,,1,,"205 lb || 1 reps","43"
"Jerk",2013-04-20,205,215,,1,,"215 lb || 1 reps","46"
"Jerk",2013-04-20,206,225,,1,,"225 lb || 1 reps","49"
"Jerk",2013-04-20,207,235,,1,,"235 lb || 1 reps","53"
"Jerk",2013-04-20,208,240,,1,,"240 lb || 1 reps","55"
"Jerk",2013-05-04,101,200,,2,,"200 lb || 2 reps","52"
"Jerk",2013-05-04,102,200,,2,,"200 lb || 2 reps","52"
"Jerk",2013-05-04,103,200,,2,,"200 lb || 2 reps","52"
"Jerk",2013-05-04,104,200,,2,,"200 lb || 2 reps","52"
"Jerk",2013-05-04,105,200,,2,,"200 lb || 2 reps","52"
"Jerk",2013-06-12,1,185,,3,,"185 lb || 3 reps","55"
"Jerk",2013-06-12,2,225,,2,,"225 lb || 2 reps","61"
"Jerk",2013-06-12,3,255,,1,,"255 lb || 1 reps","60"
"Jerk",2013-07-14,301,185,,1,,"185 lb || 1 reps","38"
"Jerk",2013-07-14,302,205,,1,,"205 lb || 1 reps","43"
"Jerk",2013-07-14,303,225,,1,,"225 lb || 1 reps","49"
"Jerk",2013-07-14,304,225,,1,,"225 lb || 1 reps","49"
"Jerk",2013-07-14,305,245,,1,,"245 lb || 1 reps","57"
"Jerk",2013-08-17,301,165,,2,,"165 lb || 2 reps","41"
"Jerk",2013-08-17,302,185,,1,,"185 lb || 1 reps","38"
"Jerk",2013-08-17,303,185,,1,,"185 lb || 1 reps","38"
"Jerk",2013-08-17,304,185,,1,,"185 lb || 1 reps","38"
"Jerk",2013-08-17,305,205,,1,,"205 lb || 1 reps","43"
"Jerk",2013-08-17,306,205,,1,,"205 lb || 1 reps","43"
"Jerk",2013-08-26,101,95,,3,,"95 lb || 3 reps","30"
"Jerk",2013-08-26,102,115,,3,,"115 lb || 3 reps","34"
"Jerk",2013-08-26,103,135,,3,,"135 lb || 3 reps","39"
"Jerk",2013-08-26,104,135,,3,,"135 lb || 3 reps","39"
"Jerk",2013-08-26,105,155,,3,,"155 lb || 3 reps","45"
"Jerk",2013-08-26,106,175,,2,,"175 lb || 2 reps","43"
"Jerk",2013-08-26,107,195,,2,,"195 lb || 2 reps","50"
"Jerk",2013-08-26,108,215,,2,,"215 lb || 2 reps","57"
"Jerk",2013-08-26,109,185,,2,,"185 lb || 2 reps","47"
"Jerk",2013-08-26,110,185,,2,,"185 lb || 2 reps","47"
"Jerk",2013-08-26,111,185,,2,,"185 lb || 2 reps","47"
"Jerk",2013-08-26,112,185,,2,,"185 lb || 2 reps","47"
"Jerk",2013-08-26,113,185,,2,,"185 lb || 2 reps","47"
"Jerk",2013-10-15,201,135,,3,,"135 lb || 3 reps","39"
"Jerk",2013-10-15,202,155,,3,,"155 lb || 3 reps","45"
"Jerk",2013-10-15,203,185,,1,,"185 lb || 1 reps","38"
"Jerk",2013-10-15,204,185,,1,,"185 lb || 1 reps","38"
"Jerk",2013-12-03,13,135,,2,,"135 lb || 2 reps","33"
"Jerk",2013-12-03,14,135,,2,,"135 lb || 2 reps","33"
"Jerk",2013-12-03,15,155,,2,,"155 lb || 2 reps","38"
"Jerk",2013-12-03,16,185,,3,,"185 lb || 3 reps","55"
"Jerk",2013-12-03,17,185,,3,,"185 lb || 3 reps","55"
"Jerk",2013-12-03,18,185,,3,,"185 lb || 3 reps","55"
"Jerk",2013-12-03,19,185,,3,,"185 lb || 3 reps","55"
"Jerk",2013-12-03,20,185,,3,,"185 lb || 3 reps","55"
"Jerk",2013-12-11,11,70,,3,,"70 kg || 3 reps","45"
"Jerk",2013-12-11,12,70,,3,,"70 kg || 3 reps","45"
"Jerk",2013-12-11,13,70,,3,,"70 kg || 3 reps","45"
"Jerk",2013-12-11,14,90,,2,,"90 kg || 2 reps","51"
"Jerk",2013-12-11,15,90,,3,,"90 kg || 3 reps","61"
"Jerk",2013-12-11,16,90,,2,,"90 kg || 2 reps","51"
"Jerk",2013-12-11,17,100,,2,,"100 kg || 2 reps","59"
"Jerk",2013-12-11,18,105,,2,,"105 kg || 2 reps","64"
"Jerk",2013-12-18,15,135,,2,,"135 lb || 2 reps","33"
"Jerk",2013-12-18,16,135,,2,,"135 lb || 2 reps","33"
"Jerk",2013-12-18,17,155,,2,,"155 lb || 2 reps","38"
"Jerk",2013-12-18,18,185,,3,,"185 lb || 3 reps","55"
"Jerk",2013-12-18,19,185,,3,,"185 lb || 3 reps","55"
"Jerk",2013-12-18,20,185,,3,,"185 lb || 3 reps","55"
"Jerk",2013-12-18,21,205,,3,,"205 lb || 3 reps","63"
"Jerk",2013-12-18,22,225,,2,,"225 lb || 2 reps","61"
"Jerk",2014-01-07,17,95,,2,,"95 kg || 2 reps","55"
"Jerk",2014-01-07,18,95,,2,,"95 kg || 2 reps","55"
"Jerk",2014-01-07,19,100,,1,,"100 kg || 1 reps","48"
"Jerk",2014-04-28,1,60,,5,,"60 kg || 5 reps","48"
"Jerk",2014-04-28,2,60,,3,,"60 kg || 3 reps","39"
"Jerk",2014-04-28,3,70,,3,,"70 kg || 3 reps","45"
"Jerk",2014-04-28,4,70,,3,,"70 kg || 3 reps","45"
"Jerk",2014-04-28,5,75,,2,,"75 kg || 2 reps","41"
"Jerk",2014-04-28,6,80,,2,,"80 kg || 2 reps","44"
"Jerk",2014-04-28,7,85,,2,,"85 kg || 2 reps","47"
"Jerk",2014-04-28,8,90,,2,,"90 kg || 2 reps","51"
"Jerk",2014-04-28,9,95,,2,,"95 kg || 2 reps","55"
"Jerk",2014-04-28,10,100,,2,,"100 kg || 2 reps","59"
"Jerk",2014-04-28,11,105,,1,,"105 kg || 1 reps","52"
"Jerk",2014-04-28,12,110,,1,,"110 kg || 1 reps","56"
"Jerk",2014-04-28,13,115,,1,,"115 kg || 1 reps","60"
"Jerk",2014-04-28,14,120,,1,,"120 kg || 1 reps","65"
"Jerk",2014-04-28,15,125,,1,,"125 kg || 1 reps","70"
"Jerk",2014-04-28,16,130,,1,,"130 kg || 1 reps","75"
"Jerk",2014-04-28,17,135,,1,,"135 kg || 1 reps","81"
"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Clean and Jerk",2012-08-23,3301,125,,3,,"125 lb || 3 reps","80"
"Clean and Jerk",2012-08-23,3302,135,,2,,"135 lb || 2 reps","72"
"Clean and Jerk",2012-08-23,3303,145,,2,,"145 lb || 2 reps","77"
"Clean and Jerk",2012-08-23,3304,155,,2,,"155 lb || 2 reps","83"
"Clean and Jerk",2012-08-23,3305,165,,1,,"165 lb || 1 reps","72"
"Clean and Jerk",2012-08-26,701,135,,30,,"135 lb || 30 reps","155"
"Clean and Jerk",2012-08-30,2301,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2012-08-30,2302,145,,2,,"145 lb || 2 reps","77"
"Clean and Jerk",2012-08-30,2303,145,,2,,"145 lb || 2 reps","77"
"Clean and Jerk",2012-08-30,2304,155,,1,,"155 lb || 1 reps","67"
"Clean and Jerk",2012-08-30,2305,155,,1,,"155 lb || 1 reps","67"
"Clean and Jerk",2012-08-30,2306,95,,3,,"95 lb || 3 reps","65"
"Clean and Jerk",2012-08-30,2307,125,,2,,"125 lb || 2 reps","68"
"Clean and Jerk",2012-08-30,2308,145,,1,,"145 lb || 1 reps","63"
"Clean and Jerk",2012-08-30,2309,155,,1,,"155 lb || 1 reps","67"
"Clean and Jerk",2012-08-30,2310,165,,1,,"165 lb || 1 reps","72"
"Clean and Jerk",2012-08-30,2311,185,,1,,"185 lb || 1 reps","82"
"Clean and Jerk",2012-08-30,2312,190,,1,,"190 lb || 1 reps","85"
"Clean and Jerk",2012-08-30,2313,200,,1,,"200 lb || 1 reps","91"
"Clean and Jerk",2012-09-04,1,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2012-09-04,2,145,,2,,"145 lb || 2 reps","77"
"Clean and Jerk",2012-09-04,3,155,,1,,"155 lb || 1 reps","67"
"Clean and Jerk",2012-09-04,4,155,,3,,"155 lb || 3 reps","98"
"Clean and Jerk",2012-09-04,5,165,,1,,"165 lb || 1 reps","72"
"Clean and Jerk",2012-09-04,6,165,,1,,"165 lb || 1 reps","72"
"Clean and Jerk",2012-09-11,101,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2012-09-11,102,155,,2,,"155 lb || 2 reps","83"
"Clean and Jerk",2012-09-11,103,175,,1,,"175 lb || 1 reps","77"
"Clean and Jerk",2012-09-11,104,185,,1,,"185 lb || 1 reps","82"
"Clean and Jerk",2012-09-11,105,195,,1,,"195 lb || 1 reps","88"
"Clean and Jerk",2012-09-11,106,200,,1,,"200 lb || 1 reps","91"
"Clean and Jerk",2013-01-16,301,155,,1,,"155 lb || 1 reps","67"
"Clean and Jerk",2013-01-16,302,155,,1,,"155 lb || 1 reps","67"
"Clean and Jerk",2013-01-16,303,155,,1,,"155 lb || 1 reps","67"
"Clean and Jerk",2013-01-16,304,155,,1,,"155 lb || 1 reps","67"
"Clean and Jerk",2013-01-16,305,155,,1,,"155 lb || 1 reps","67"
"Clean and Jerk",2013-02-26,101,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-02-26,102,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-02-26,103,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-02-26,104,155,,2,,"155 lb || 2 reps","83"
"Clean and Jerk",2013-02-26,105,155,,2,,"155 lb || 2 reps","83"
"Clean and Jerk",2013-02-27,101,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-02-27,102,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-02-27,103,155,,3,,"155 lb || 3 reps","98"
"Clean and Jerk",2013-02-27,104,155,,3,,"155 lb || 3 reps","98"
"Clean and Jerk",2013-02-27,105,165,,2,,"165 lb || 2 reps","89"
"Clean and Jerk",2013-02-27,106,165,,2,,"165 lb || 2 reps","89"
"Clean and Jerk",2013-02-27,107,165,,2,,"165 lb || 2 reps","89"
"Clean and Jerk",2013-03-02,101,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-02,102,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-02,103,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-02,104,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-02,105,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-02,106,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-02,107,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-02,108,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-02,109,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-02,110,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-02,111,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-02,112,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-02,113,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-04,101,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-04,102,165,,4,,"165 lb || 4 reps","120"
"Clean and Jerk",2013-03-04,103,165,,4,,"165 lb || 4 reps","120"
"Clean and Jerk",2013-03-04,104,180,,4,,"180 lb || 4 reps","132"
"Clean and Jerk",2013-03-04,105,180,,4,,"180 lb || 4 reps","132"
"Clean and Jerk",2013-03-06,1,135,,4,,"135 lb || 4 reps","98"
"Clean and Jerk",2013-03-06,2,165,,4,,"165 lb || 4 reps","120"
"Clean and Jerk",2013-03-06,3,180,,4,,"180 lb || 4 reps","132"
"Clean and Jerk",2013-03-06,4,180,,4,,"180 lb || 4 reps","132"
"Clean and Jerk",2013-03-13,1,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-13,2,165,,2,,"165 lb || 2 reps","89"
"Clean and Jerk",2013-03-13,3,175,,2,,"175 lb || 2 reps","95"
"Clean and Jerk",2013-03-13,4,175,,2,,"175 lb || 2 reps","95"
"Clean and Jerk",2013-03-13,5,180,,2,,"180 lb || 2 reps","98"
"Clean and Jerk",2013-03-15,1,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-15,2,165,,2,,"165 lb || 2 reps","89"
"Clean and Jerk",2013-03-15,3,175,,2,,"175 lb || 2 reps","95"
"Clean and Jerk",2013-03-15,4,185,,4,,"185 lb || 4 reps","137"
"Clean and Jerk",2013-03-17,1,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-17,2,165,,3,,"165 lb || 3 reps","105"
"Clean and Jerk",2013-03-17,3,165,,3,,"165 lb || 3 reps","105"
"Clean and Jerk",2013-03-17,4,175,,3,,"175 lb || 3 reps","112"
"Clean and Jerk",2013-03-17,5,185,,2,,"185 lb || 2 reps","101"
"Clean and Jerk",2013-03-17,6,195,,2,,"195 lb || 2 reps","109"
"Clean and Jerk",2013-03-20,201,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-20,202,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-20,203,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-20,204,155,,2,,"155 lb || 2 reps","83"
"Clean and Jerk",2013-03-20,205,165,,2,,"165 lb || 2 reps","89"
"Clean and Jerk",2013-03-20,206,185,,2,,"185 lb || 2 reps","101"
"Clean and Jerk",2013-03-20,207,205,,2,,"205 lb || 2 reps","116"
"Clean and Jerk",2013-03-22,1,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-22,2,155,,3,,"155 lb || 3 reps","98"
"Clean and Jerk",2013-03-22,3,175,,1,,"175 lb || 1 reps","77"
"Clean and Jerk",2013-03-22,4,185,,1,,"185 lb || 1 reps","82"
"Clean and Jerk",2013-03-22,5,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-03-22,6,215,,1,,"215 lb || 1 reps","100"
"Clean and Jerk",2013-03-31,1,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-31,2,135,,6,,"135 lb || 6 reps","114"
"Clean and Jerk",2013-03-31,3,135,,6,,"135 lb || 6 reps","114"
"Clean and Jerk",2013-03-31,4,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-03-31,5,135,,5,,"135 lb || 5 reps","107"
"Clean and Jerk",2013-04-15,201,185,,2,,"185 lb || 2 reps","101"
"Clean and Jerk",2013-04-15,202,185,,2,,"185 lb || 2 reps","101"
"Clean and Jerk",2013-04-15,203,185,,2,,"185 lb || 2 reps","101"
"Clean and Jerk",2013-04-15,204,185,,2,,"185 lb || 2 reps","101"
"Clean and Jerk",2013-04-15,205,185,,2,,"185 lb || 2 reps","101"
"Clean and Jerk",2013-04-22,101,175,,1,,"175 lb || 1 reps","77"
"Clean and Jerk",2013-04-22,102,175,,1,,"175 lb || 1 reps","77"
"Clean and Jerk",2013-04-22,103,175,,1,,"175 lb || 1 reps","77"
"Clean and Jerk",2013-04-22,104,175,,1,,"175 lb || 1 reps","77"
"Clean and Jerk",2013-04-22,105,175,,1,,"175 lb || 1 reps","77"
"Clean and Jerk",2013-04-30,201,135,,5,,"135 lb || 5 reps","107"
"Clean and Jerk",2013-04-30,202,135,,2,,"135 lb || 2 reps","72"
"Clean and Jerk",2013-04-30,203,185,,2,,"185 lb || 2 reps","101"
"Clean and Jerk",2013-04-30,204,185,,2,,"185 lb || 2 reps","101"
"Clean and Jerk",2013-04-30,205,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-04-30,206,215,,1,,"215 lb || 1 reps","100"
"Clean and Jerk",2013-04-30,207,215,,1,,"215 lb || 1 reps","100"
"Clean and Jerk",2013-05-02,101,185,,1,,"185 lb || 1 reps","82"
"Clean and Jerk",2013-05-02,102,195,,1,,"195 lb || 1 reps","88"
"Clean and Jerk",2013-05-02,103,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-05-02,104,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-05-02,105,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-05-02,106,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-05-02,107,215,,1,,"215 lb || 1 reps","100"
"Clean and Jerk",2013-05-08,1,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-05-08,2,185,,1,,"185 lb || 1 reps","82"
"Clean and Jerk",2013-05-08,3,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-05-08,4,215,,1,,"215 lb || 1 reps","100"
"Clean and Jerk",2013-05-11,101,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-05-11,102,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-05-11,103,155,,3,,"155 lb || 3 reps","98"
"Clean and Jerk",2013-05-11,104,185,,3,,"185 lb || 3 reps","120"
"Clean and Jerk",2013-05-11,105,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-05-11,106,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-05-11,107,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-05-11,108,215,,1,,"215 lb || 1 reps","100"
"Clean and Jerk",2013-05-11,109,225,,1,,"225 lb || 1 reps","107"
"Clean and Jerk",2013-05-13,101,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-05-13,102,165,,1,,"165 lb || 1 reps","72"
"Clean and Jerk",2013-05-13,103,165,,1,,"165 lb || 1 reps","72"
"Clean and Jerk",2013-05-13,104,165,,1,,"165 lb || 1 reps","72"
"Clean and Jerk",2013-05-13,105,165,,1,,"165 lb || 1 reps","72"
"Clean and Jerk",2013-05-13,106,165,,1,,"165 lb || 1 reps","72"
"Clean and Jerk",2013-05-13,107,185,,1,,"185 lb || 1 reps","82"
"Clean and Jerk",2013-05-13,108,185,,1,,"185 lb || 1 reps","82"
"Clean and Jerk",2013-05-13,109,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-05-13,110,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-05-18,1,135,,3,,"135 lb || 3 reps","86"
"Clean and Jerk",2013-05-18,2,155,,3,,"155 lb || 3 reps","98"
"Clean and Jerk",2013-05-18,3,175,,3,,"175 lb || 3 reps","112"
"Clean and Jerk",2013-05-18,4,195,,1,,"195 lb || 1 reps","88"
"Clean and Jerk",2013-05-18,5,195,,1,,"195 lb || 1 reps","88"
"Clean and Jerk",2013-05-18,101,155,,3,,"155 lb || 3 reps","98"
"Clean and Jerk",2013-05-18,102,155,,2,,"155 lb || 2 reps","83"
"Clean and Jerk",2013-05-18,103,165,,2,,"165 lb || 2 reps","89"
"Clean and Jerk",2013-05-18,104,165,,1,,"165 lb || 1 reps","72"
"Clean and Jerk",2013-05-18,105,185,,1,,"185 lb || 1 reps","82"
"Clean and Jerk",2013-05-18,106,185,,1,,"185 lb || 1 reps","82"
"Clean and Jerk",2013-05-18,107,185,,1,,"185 lb || 1 reps","82"
"Clean and Jerk",2013-05-18,108,185,,1,,"185 lb || 1 reps","82"
"Clean and Jerk",2013-05-18,109,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-05-18,110,205,,1,,"205 lb || 1 reps","94"
"Clean and Jerk",2013-05-18,111,215,,1,,"215 lb || 1 reps","100"
"Clean and Jerk",2013-05-18,112,225,,1,,"225 lb || 1 reps","107"
"Clean and Jerk",2013-05-18,113,235,,1,,"235 lb || 1 reps","115"
